Opportunity Line Name,Opportunity Line ID,Opportunity Line Parent,Line Number,Product Line Name,Product ID,Amount,Total Amount,Quantity,Owner ID,Account,Service Date,Planning Measure
LockDown Individual - Chesapeake Energy -  Opp D1375,Chesapeake Energy Opp D1375 - UPG2020,OppD13752020,0,LockDown Individual,Services,290957.5174,290957.5174,1818,"Brown, Theresa",2917,4/13/2024,New Business
SlimLite Tablet 9 - Chesapeake Energy -  Opp D1375,Chesapeake Energy Opp D1375 - HP Att2020,OppD13752020,9,SlimLite Tablet 9,Networking,116125.9555,116125.9555,9,"Brown, Theresa",2917,4/13/2024,New Business
SlimLite Tablet 10 - Chesapeake Energy -  Opp D1375,Chesapeake Energy Opp D1375 - HP 2.52020,OppD13752020,10,SlimLite Tablet 10,Networking,29211.03492,29211.03492,10,"Brown, Theresa",2917,4/13/2024,New Business
FastSnap Individual - Chesapeake Energy -  Opp D1376,Chesapeake Energy Opp D1376 - MTC2020,OppD13762020,0,FastSnap Individual,Cloud,85543.17727,85543.17727,150,"Brown, Theresa",2917,4/28/2024,New Business
FastSnap Intro Package - Chesapeake Energy -  Opp D1376,Chesapeake Energy Opp D1376 - INST2020,OppD13762020,0,FastSnap Intro Package,Cloud,108347.8889,108347.8889,110,"Brown, Theresa",2917,4/28/2024,New Business
SlimLite Tablet 11 - Chesapeake Energy -  Opp D1376,Chesapeake Energy Opp D1376 - HP 4.52020,OppD13762020,11,SlimLite Tablet 11,Networking,127762.2041,127762.2041,11,"Brown, Theresa",2917,4/28/2024,New Business
FastOffice Scanner D2400 - Chesapeake Energy -  Opp D1377,Chesapeake Energy Opp D1377 - SOLAR H2020,OppD13772020,2400,FastOffice Scanner D2400,Servers,304109.1743,304109.1743,2400,"Brown, Theresa",2917,5/13/2024,Expansions
SlimLite Tablet 9 - Chesapeake Energy -  Opp D1377,Chesapeake Energy Opp D1377 - HP Att2020,OppD13772020,9,SlimLite Tablet 9,Networking,41342.29358,41342.29358,9,"Brown, Theresa",2917,5/13/2024,Expansions
CloudLite Server Pro 8200 - Ameren -  Opp A012,Ameren Opp A012 - SP Att2020,Opp412020,8200,CloudLite Server Pro 8200,Storage,12628,12628,8200,"Buksa, David",639,1/29/2024,New Business
CloudLite Server Pro 9100 - Ameren -  Opp B084,Ameren Opp B084 - SP 5.62020,Opp422020,9100,CloudLite Server Pro 9100,Storage,4767.102604,4767.102604,9100,"Buksa, David",639,2/14/2024,Expansions
SlimLite Tablet 10x - Ameren -  Opp B084,Ameren Opp B084 - HP 3.52020,Opp422020,10,SlimLite Tablet 10x,Networking,6771.983184,6771.983184,10,"Buksa, David",639,2/14/2024,Expansions
FastSnap Intro Package - Ameren -  Opp B084,Ameren Opp B084 - INST2020,Opp422020,0,FastSnap Intro Package,Cloud,1930.683786,1930.683786,100,"Buksa, David",639,2/14/2024,Expansions
LockDown Individual - Ameren -  Opp C031,Ameren Opp C031 - UPG2020,Opp432020,0,LockDown Individual,Services,11352,11352,71,"Buksa, David",639,9/28/2024,New Business
FastOffice Scanner D2200 - Ameren -  Opp D016,Ameren Opp D016 - SOLAR M2020,Opp442020,2200,FastOffice Scanner D2200,Servers,16869.27386,16869.27386,2200,"Buksa, David",639,8/14/2024,New Business
SlimLite Tablet 10 - Ameren -  Opp D016,Ameren Opp D016 - HP 2.52020,Opp442020,10,SlimLite Tablet 10,Networking,13263.65877,13263.65877,10,"Buksa, David",639,8/14/2024,New Business
SlimLite Tablet 10 - Charter Communications -  Opp A070,Charter Communications Opp A070 - HP 2.52020,Opp1322020,10,SlimLite Tablet 10,Networking,113767.0691,113767.0691,10,"Buksa, David",2875,8/20/2024,New Business
FastSnap Individual - Charter Communications -  Opp A070,Charter Communications Opp A070 - MTC2020,Opp1322020,0,FastSnap Individual,Cloud,2775.846365,2775.846365,104,"Buksa, David",2875,8/20/2024,New Business
FastOffice Scanner D2200 - Charter Communications -  Opp A070,Charter Communications Opp A070 - SOLAR M2020,Opp1322020,2200,FastOffice Scanner D2200,Servers,486.1575432,486.1575432,2200,"Buksa, David",2875,8/20/2024,New Business
SlimLite Tablet 10x - Charter Communications -  Opp B03,Charter Communications Opp B03 - HP 3.52020,Opp1332020,10,SlimLite Tablet 10x,Networking,64200.16913,64200.16913,10,"Buksa, David",2875,8/26/2024,New Business
FastSnap Individual - Charter Communications -  Opp B03,Charter Communications Opp B03 - MTC2020,Opp1332020,0,FastSnap Individual,Cloud,12263.7945,12263.7945,160,"Buksa, David",2875,8/26/2024,New Business
CloudLite Server Pro 8200 - Charter Communications -  Opp B03,Charter Communications Opp B03 - SP Att2020,Opp1332020,8200,CloudLite Server Pro 8200,Storage,26003.90188,26003.90188,8200,"Buksa, David",2875,8/26/2024,New Business
CloudLite Server Pro 9100 - Charter Communications -  Opp C016,Charter Communications Opp C016 - SP 5.62020,Opp1342020,9100,CloudLite Server Pro 9100,Storage,75040,75040,9100,"Buksa, David",2875,8/24/2024,New Business
FastOffice Scanner D2400 - Charter Communications -  Opp D067,Charter Communications Opp D067 - SOLAR H2020,Opp1352020,2400,FastOffice Scanner D2400,Servers,85320,85320,2400,"Buksa, David",2875,11/24/2002,Expansions
SlimLite Tablet 10x - Devon Energy -  Opp A091,Devon Energy Opp A091 - HP 3.52020,Opp9622020,10,SlimLite Tablet 10x,Networking,373256,373256,10,"Buksa, David",4436,7/28/2024,Expansions
CloudLite Server Pro 9440 - Devon Energy -  Opp B06,Devon Energy Opp B06 - SP 5.52020,Opp9632020,9440,CloudLite Server Pro 9440,Storage,870552,870552,9440,"Buksa, David",4436,2/14/2024,New Business
FastOffice Scanner D2200 - Devon Energy -  Opp C069,Devon Energy Opp C069 - SOLAR M2020,Opp9592020,2200,FastOffice Scanner D2200,Servers,351546.4211,351546.4211,2200,"Buksa, David",4436,8/28/2024,New Business
CloudLite Server Pro 8200 - Devon Energy -  Opp C069,Devon Energy Opp C069 - SP Att2020,Opp9592020,8200,CloudLite Server Pro 8200,Storage,31392.64004,31392.64004,8200,"Buksa, David",4436,8/28/2024,New Business
SlimLite Tablet 9 - Devon Energy -  Opp C069,Devon Energy Opp C069 - HP Att2020,Opp9592020,9,SlimLite Tablet 9,Networking,40886.70206,40886.70206,9,"Buksa, David",4436,8/28/2024,New Business
CloudLite Server Pro 9440 - Devon Energy -  Opp D016,Devon Energy Opp D016 - SP 5.52020,Opp9602020,9440,CloudLite Server Pro 9440,Storage,150990.0006,150990.0006,9440,"Buksa, David",4436,7/25/2024,Expansions
CloudLite Server Pro 8200 - Devon Energy -  Opp D016,Devon Energy Opp D016 - SP Att2020,Opp9602020,8200,CloudLite Server Pro 8200,Storage,69834.24879,69834.24879,8200,"Buksa, David",4436,7/25/2024,Expansions
FastOffice Scanner D2200 - Devon Energy -  Opp D016,Devon Energy Opp D016 - SOLAR M2020,Opp9602020,2200,FastOffice Scanner D2200,Servers,89379.05065,89379.05065,2200,"Buksa, David",4436,7/25/2024,Expansions
FastOffice Scanner D2400 - Devon Energy -  Opp D069,Devon Energy Opp D069 - SOLAR H2020,Opp9612020,2400,FastOffice Scanner D2400,Servers,366721.604,366721.604,2400,"Buksa, David",4436,7/13/2024,New Business
CloudLite Server Pro 8200 - Devon Energy -  Opp D069,Devon Energy Opp D069 - SP Att2020,Opp9612020,8200,CloudLite Server Pro 8200,Storage,34584.46381,34584.46381,8200,"Buksa, David",4436,7/13/2024,New Business
LockDown Intro Package - Devon Energy -  Opp D069,Devon Energy Opp D069 - ADD2020,Opp9612020,0,LockDown Intro Package,Services,12554.08562,12554.08562,78,"Buksa, David",4436,7/13/2024,New Business
FastSnap Individual - Devon Energy -  Opp D1378,Devon Energy Opp D1378 - MTC2020,OppD13782020,0,FastSnap Individual,Cloud,203450,203450,120,"Buksa, David",4436,4/28/2024,Expansions
SlimLite Tablet 10 - Devon Energy -  Opp D1379,Devon Energy Opp D1379 - HP 2.52020,OppD13792020,10,SlimLite Tablet 10,Networking,107061.8747,107061.8747,10,"Buksa, David",4436,5/13/2024,New Business
CloudLite Server Pro 9100 - Devon Energy -  Opp D1379,Devon Energy Opp D1379 - SP 5.62020,OppD13792020,9100,CloudLite Server Pro 9100,Storage,40942.89176,40942.89176,9100,"Buksa, David",4436,5/13/2024,New Business
SlimLite Tablet 9 - Devon Energy -  Opp D1379,Devon Energy Opp D1379 - HP Att2020,OppD13792020,9,SlimLite Tablet 9,Networking,301125.0721,301125.0721,9,"Buksa, David",4436,5/13/2024,New Business
SlimLite Tablet 10 - Devon Energy -  Opp D1380,Devon Energy Opp D1380 - HP 2.52020,OppD13802020,10,SlimLite Tablet 10,Networking,650000,650000,10,"Buksa, David",4436,11/28/2024,New Business
FastSnap Intro Package - Devon Energy -  Opp D1380,Devon Energy Opp D1380 - INST2020,OppD13802020,0,FastSnap Intro Package,Cloud,765000,765000,130,"Buksa, David",4436,11/28/2024,New Business
SlimLite Tablet 9 - Devon Energy -  Opp D1380,Devon Energy Opp D1380 - HP Att2020,OppD13802020,9,SlimLite Tablet 9,Networking,712000,712000,9,"Buksa, David",4436,11/28/2024,New Business
CloudLite Server Pro 9100 - Devon Energy -  Opp D1381,Devon Energy Opp D1381 - SP 5.62020,OppD13812020,9100,CloudLite Server Pro 9100,Storage,229770,229770,9100,"Buksa, David",4436,4/25/2024,Expansions
LockDown Intro Package - Devon Energy -  Opp D1382,Devon Energy Opp D1382 - ADD2020,OppD13822020,0,LockDown Intro Package,Services,216450,216450,1353,"Buksa, David",4436,4/13/2024,New Business
SlimLite Tablet 11 - Ameren -  Opp E112,Ameren Opp E112 - HP 4.52020,OppE1122020,11,SlimLite Tablet 11,Networking,4579.82232,4579.82232,11,"Buksa, David",639,4/28/2024,New Business
FastOffice Scanner D2400 - Ameren -  Opp E112,Ameren Opp E112 - SOLAR H2020,OppE1122020,2400,FastOffice Scanner D2400,Servers,11791.7642,11791.7642,2400,"Buksa, David",639,4/28/2024,New Business
FastOffice Scanner D2400 - Ameren -  Opp E113,Ameren Opp E113 - SOLAR H2020,OppE1132020,2400,FastOffice Scanner D2400,Servers,747000,747000,2400,"Buksa, David",639,5/13/2024,Expansions
SlimLite Tablet 11 - Ameren -  Opp E114,Ameren Opp E114 - HP 4.52020,OppE1142020,11,SlimLite Tablet 11,Networking,784000,784000,11,"Buksa, David",639,6/28/2024,New Business
FastSnap Individual - Ameren -  Opp E114,Ameren Opp E114 - MTC2020,OppE1142020,0,FastSnap Individual,Cloud,600000,600000,150,"Buksa, David",639,6/28/2024,New Business
CloudLite Server Pro 8200 - Ameren -  Opp E114,Ameren Opp E114 - SP Att2020,OppE1142020,8200,CloudLite Server Pro 8200,Storage,567000,567000,8200,"Buksa, David",639,6/28/2024,New Business
FastOffice Scanner D2200 - Ameren -  Opp E115,Ameren Opp E115 - SOLAR M2020,OppE1152020,2200,FastOffice Scanner D2200,Servers,360000,360000,2200,"Buksa, David",639,11/14/2024,New Business
LockDown Individual - Charter Communications -  Opp E116,Charter Communications Opp E116 - UPG2020,OppE1162020,0,LockDown Individual,Services,59920,59920,375,"Buksa, David",2875,11/20/2024,New Business
SlimLite Tablet 11 - Charter Communications -  Opp E117,Charter Communications Opp E117 - HP 4.52020,OppE1172020,11,SlimLite Tablet 11,Networking,42840,42840,11,"Buksa, David",2875,11/26/2024,New Business
CloudLite Server Pro 8200 - Charter Communications -  Opp E118,Charter Communications Opp E118 - SP Att2020,OppE1182020,8200,CloudLite Server Pro 8200,Storage,52800,52800,8200,"Buksa, David",2875,11/24/2024,New Business
FastSnap Intro Package - Charter Communications -  Opp E119,Charter Communications Opp E119 - INST2020,OppE1192020,0,FastSnap Intro Package,Cloud,48960,48960,120,"Buksa, David",2875,10/24/2005,Expansions
SlimLite Tablet 10x - Caseys General Stores -  Opp A022,Caseys General Stores Opp A022 - HP 3.52020,Opp1182020,10,SlimLite Tablet 10x,Networking,80240,80240,10,"Butler, Christopher",179,8/23/2024,Expansions
CloudLite Server Pro 9100 - Caseys General Stores -  Opp B07,Caseys General Stores Opp B07 - SP 5.62020,Opp1192020,9100,CloudLite Server Pro 9100,Storage,65354.8007,65354.8007,9100,"Butler, Christopher",179,3/13/2024,Expansions
FastSnap Intro Package - Caseys General Stores -  Opp B07,Caseys General Stores Opp B07 - INST2020,Opp1192020,0,FastSnap Intro Package,Cloud,3741.874743,3741.874743,140,"Butler, Christopher",179,3/13/2024,Expansions
FastSnap Individual - Caseys General Stores -  Opp B07,Caseys General Stores Opp B07 - MTC2020,Opp1192020,0,FastSnap Individual,Cloud,8455.610221,8455.610221,150,"Butler, Christopher",179,3/13/2024,Expansions
SlimLite Tablet 11 - Caseys General Stores -  Opp C060,Caseys General Stores Opp C060 - HP 4.52020,Opp1202020,11,SlimLite Tablet 11,Networking,42720,42720,11,"Butler, Christopher",179,12/24/2002,Expansions
FastSnap Intro Package - Caseys General Stores -  Opp D01,Caseys General Stores Opp D01 - INST2020,Opp1212020,0,FastSnap Intro Package,Cloud,101640,101640,110,"Butler, Christopher",179,9/14/2024,New Business
SlimLite Tablet 10 - Caseys General Stores -  Opp D1383,Caseys General Stores Opp D1383 - HP 2.52020,OppD13832020,10,SlimLite Tablet 10,Networking,40950,40950,10,"Butler, Christopher",179,11/23/2024,Expansions
FastOffice Scanner D2200 - Caseys General Stores -  Opp D1384,Caseys General Stores Opp D1384 - SOLAR M2020,OppD13842020,2200,FastOffice Scanner D2200,Servers,57000,57000,2200,"Butler, Christopher",179,6/13/2024,Expansions
FastOffice Scanner D2200 - Caseys General Stores -  Opp D1385,Caseys General Stores Opp D1385 - SOLAR M2020,OppD13852020,2200,FastOffice Scanner D2200,Servers,152000,152000,2200,"Butler, Christopher",179,11/24/2005,Expansions
SlimLite Tablet 11 - Caseys General Stores -  Opp D1385,Caseys General Stores Opp D1385 - HP 4.52020,OppD13852020,11,SlimLite Tablet 11,Networking,178000,178000,11,"Butler, Christopher",179,11/24/2005,Expansions
CloudLite Server Pro 9100 - Caseys General Stores -  Opp D1385,Caseys General Stores Opp D1385 - SP 5.62020,OppD13852020,9100,CloudLite Server Pro 9100,Storage,71000,71000,9100,"Butler, Christopher",179,11/24/2005,Expansions
LockDown Individual - Caseys General Stores -  Opp D1386,Caseys General Stores Opp D1386 - UPG2020,OppD13862020,0,LockDown Individual,Services,50220,50220,314,"Butler, Christopher",179,6/14/2024,New Business
SlimLite Tablet 10x - Avnet -  Opp A06,Avnet Opp A06 - HP 3.52020,Opp762020,10,SlimLite Tablet 10x,Networking,5230.3324,5230.3324,10,"Chen, Jacky",1337,8/28/2024,Expansions
FastOffice Scanner D2200 - Avnet -  Opp A06,Avnet Opp A06 - SOLAR M2020,Opp762020,2200,FastOffice Scanner D2200,Servers,524.7843381,524.7843381,2200,"Chen, Jacky",1337,8/28/2024,Expansions
SlimLite Tablet 10x - Avnet -  Opp B081,Avnet Opp B081 - HP 3.52020,Opp772020,10,SlimLite Tablet 10x,Networking,6188.567009,6188.567009,10,"Chen, Jacky",1337,2/13/2024,New Business
LockDown Individual - Avnet -  Opp B081,Avnet Opp B081 - UPG2020,Opp772020,0,LockDown Individual,Services,805.7705599,805.7705599,5,"Chen, Jacky",1337,2/13/2024,New Business
CloudLite Server Pro 9440 - Avnet -  Opp B081,Avnet Opp B081 - SP 5.52020,Opp772020,9440,CloudLite Server Pro 9440,Storage,40.92977042,40.92977042,9440,"Chen, Jacky",1337,2/13/2024,New Business
SlimLite Tablet 11 - Avnet -  Opp C022,Avnet Opp C022 - HP 4.52020,Opp9802020,11,SlimLite Tablet 11,Networking,45070.52752,45070.52752,11,"Chen, Jacky",1337,7/28/2024,Expansions
LockDown Individual - Avnet -  Opp C022,Avnet Opp C022 - UPG2020,Opp9802020,0,LockDown Individual,Services,19274.75048,19274.75048,120,"Chen, Jacky",1337,7/28/2024,Expansions
FastSnap Individual - Avnet -  Opp C022,Avnet Opp C022 - MTC2020,Opp9802020,0,FastSnap Individual,Cloud,586.4426907,586.4426907,120,"Chen, Jacky",1337,7/28/2024,Expansions
LockDown Intro Package - Avnet -  Opp D019,Avnet Opp D019 - ADD2020,Opp9792020,0,LockDown Intro Package,Services,42898.81906,42898.81906,268,"Chen, Jacky",1337,7/13/2024,Expansions
SlimLite Tablet 11 - Avnet -  Opp D019,Avnet Opp D019 - HP 4.52020,Opp9792020,11,SlimLite Tablet 11,Networking,23321.51402,23321.51402,11,"Chen, Jacky",1337,7/13/2024,Expansions
SlimLite Tablet 11 - Avnet -  Opp D054,Avnet Opp D054 - HP 4.52020,Opp9812020,11,SlimLite Tablet 11,Networking,215820.5317,215820.5317,11,"Chen, Jacky",1337,8/26/2024,New Business
LockDown Intro Package - Avnet -  Opp D054,Avnet Opp D054 - ADD2020,Opp9812020,0,LockDown Intro Package,Services,53601.78016,53601.78016,335,"Chen, Jacky",1337,8/26/2024,New Business
SlimLite Tablet 10 - Avnet -  Opp D054,Avnet Opp D054 - HP 2.52020,Opp9812020,10,SlimLite Tablet 10,Networking,10796.25268,10796.25268,10,"Chen, Jacky",1337,8/26/2024,New Business
CloudLite Server Pro 9440 - Las Vegas Sands -  Opp A034,Las Vegas Sands Opp A034 - SP 5.52020,Opp9642020,9440,CloudLite Server Pro 9440,Storage,101220,101220,9440,"Chen, Jacky",8366,8/22/2024,New Business
FastSnap Individual - Las Vegas Sands -  Opp B025,Las Vegas Sands Opp B025 - MTC2020,Opp9652020,0,FastSnap Individual,Cloud,109045,109045,140,"Chen, Jacky",8366,9/18/2024,New Business
SlimLite Tablet 11 - Las Vegas Sands -  Opp C086,Las Vegas Sands Opp C086 - HP 4.52020,Opp9662020,11,SlimLite Tablet 11,Networking,67620,67620,11,"Chen, Jacky",8366,8/22/2024,New Business
CloudLite Server Pro 9440 - Las Vegas Sands -  Opp D057,Las Vegas Sands Opp D057 - SP 5.52020,Opp9672020,9440,CloudLite Server Pro 9440,Storage,56655.79118,56655.79118,9440,"Chen, Jacky",8366,8/14/2024,New Business
CloudLite Server Pro 9100 - Las Vegas Sands -  Opp D057,Las Vegas Sands Opp D057 - SP 5.62020,Opp9672020,9100,CloudLite Server Pro 9100,Storage,21040.15587,21040.15587,9100,"Chen, Jacky",8366,8/14/2024,New Business
FastSnap Individual - Las Vegas Sands -  Opp E021,Las Vegas Sands Opp E021 - MTC2020,Opp9682020,0,FastSnap Individual,Cloud,35593.66779,35593.66779,150,"Chen, Jacky",8366,8/20/2024,Expansions
SlimLite Tablet 10 - Las Vegas Sands -  Opp E021,Las Vegas Sands Opp E021 - HP 2.52020,Opp9682020,10,SlimLite Tablet 10,Networking,12095.29114,12095.29114,10,"Chen, Jacky",8366,8/20/2024,Expansions
LockDown Intro Package - Las Vegas Sands -  Opp E021,Las Vegas Sands Opp E021 - ADD2020,Opp9682020,0,LockDown Intro Package,Services,33986.57962,33986.57962,212,"Chen, Jacky",8366,8/20/2024,Expansions
FastSnap Individual - Wynn Resorts -  Opp A075,Wynn Resorts Opp A075 - MTC2020,Opp9742020,0,FastSnap Individual,Cloud,60777.6,60777.6,110,"Chen, Jacky",16007,7/23/2024,Expansions
LockDown Intro Package - Wynn Resorts -  Opp B047,Wynn Resorts Opp B047 - ADD2020,Opp9752020,0,LockDown Intro Package,Services,48252.00391,48252.00391,302,"Chen, Jacky",16007,7/29/2024,Expansions
SlimLite Tablet 11 - Wynn Resorts -  Opp B047,Wynn Resorts Opp B047 - HP 4.52020,Opp9752020,11,SlimLite Tablet 11,Networking,9867.45346,9867.45346,11,"Chen, Jacky",16007,7/29/2024,Expansions
FastSnap Intro Package - Wynn Resorts -  Opp B047,Wynn Resorts Opp B047 - INST2020,Opp9752020,0,FastSnap Intro Package,Cloud,2131.608613,2131.608613,100,"Chen, Jacky",16007,7/29/2024,Expansions
SlimLite Tablet 10x - Wynn Resorts -  Opp C014,Wynn Resorts Opp C014 - HP 3.52020,Opp9762020,10,SlimLite Tablet 10x,Networking,88230.4,88230.4,10,"Chen, Jacky",16007,7/23/2024,Expansions
FastSnap Individual - Wynn Resorts -  Opp D008,Wynn Resorts Opp D008 - MTC2020,Opp9772020,0,FastSnap Individual,Cloud,49884.39714,49884.39714,104,"Chen, Jacky",16007,7/29/2024,Expansions
CloudLite Server Pro 8200 - Wynn Resorts -  Opp D008,Wynn Resorts Opp D008 - SP Att2020,Opp9772020,8200,CloudLite Server Pro 8200,Storage,8350.338377,8350.338377,8200,"Chen, Jacky",16007,7/29/2024,Expansions
SlimLite Tablet 10x - Wynn Resorts -  Opp D008,Wynn Resorts Opp D008 - HP 3.52020,Opp9772020,10,SlimLite Tablet 10x,Networking,3491.653455,3491.653455,10,"Chen, Jacky",16007,7/29/2024,Expansions
CloudLite Server Pro 9440 - Wynn Resorts -  Opp E012,Wynn Resorts Opp E012 - SP 5.52020,Opp9782020,9440,CloudLite Server Pro 9440,Storage,359904,359904,9440,"Chen, Jacky",16007,5/24/2002,New Business
FastSnap Intro Package - US Airways Group -  Opp A022,US Airways Group Opp A022 - INST2020,Opp9822020,0,FastSnap Intro Package,Cloud,377088,377088,160,"Chen, Jacky",202,11/24/2002,Expansions
CloudLite Server Pro 9440 - US Airways Group -  Opp B084,US Airways Group Opp B084 - SP 5.52020,Opp9832020,9440,CloudLite Server Pro 9440,Storage,7458.077486,7458.077486,9440,"Chen, Jacky",202,7/17/2024,New Business
SlimLite Tablet 11 - US Airways Group -  Opp B084,US Airways Group Opp B084 - HP 4.52020,Opp9832020,11,SlimLite Tablet 11,Networking,37989.70788,37989.70788,11,"Chen, Jacky",202,7/17/2024,New Business
FastOffice Scanner D2400 - US Airways Group -  Opp B084,US Airways Group Opp B084 - SOLAR H2020,Opp9832020,2400,FastOffice Scanner D2400,Servers,13450.56346,13450.56346,2400,"Chen, Jacky",202,7/17/2024,New Business
CloudLite Server Pro 9100 - US Airways Group -  Opp C034,US Airways Group Opp C034 - SP 5.62020,Opp9842020,9100,CloudLite Server Pro 9100,Storage,40797.70975,40797.70975,9100,"Chen, Jacky",202,7/23/2024,Expansions
SlimLite Tablet 11 - US Airways Group -  Opp C034,US Airways Group Opp C034 - HP 4.52020,Opp9842020,11,SlimLite Tablet 11,Networking,17001.65936,17001.65936,11,"Chen, Jacky",202,7/23/2024,Expansions
FastOffice Scanner D2400 - US Airways Group -  Opp C034,US Airways Group Opp C034 - SOLAR H2020,Opp9842020,2400,FastOffice Scanner D2400,Servers,4956.124176,4956.124176,2400,"Chen, Jacky",202,7/23/2024,Expansions
SlimLite Tablet 9 - Avnet -  Opp D1387,Avnet Opp D1387 - HP Att2020,OppD13872020,9,SlimLite Tablet 9,Networking,217600,217600,9,"Chen, Jacky",1337,4/28/2024,Expansions
FastOffice Scanner D2200 - Avnet -  Opp D1388,Avnet Opp D1388 - SOLAR M2020,OppD13882020,2200,FastOffice Scanner D2200,Servers,367380,367380,2200,"Chen, Jacky",1337,11/26/2024,New Business
SlimLite Tablet 9 - US Airways Group -  Opp D1389,US Airways Group Opp D1389 - HP Att2020,OppD13892020,9,SlimLite Tablet 9,Networking,284800,284800,9,"Chen, Jacky",202,10/24/2005,Expansions
CloudLite Server Pro 8200 - US Airways Group -  Opp D1390,US Airways Group Opp D1390 - SP Att2020,OppD13902020,8200,CloudLite Server Pro 8200,Storage,340000,340000,8200,"Chen, Jacky",202,4/17/2024,New Business
SlimLite Tablet 9 - US Airways Group -  Opp D1391,US Airways Group Opp D1391 - HP Att2020,OppD13912020,9,SlimLite Tablet 9,Networking,127892.9892,127892.9892,9,"Chen, Jacky",202,4/23/2024,Expansions
LockDown Intro Package - US Airways Group -  Opp D1391,US Airways Group Opp D1391 - ADD2020,OppD13912020,0,LockDown Intro Package,Services,164646.9395,164646.9395,1029,"Chen, Jacky",202,4/23/2024,Expansions
FastOffice Scanner D2400 - US Airways Group -  Opp D1391,US Airways Group Opp D1391 - SOLAR H2020,OppD13912020,2400,FastOffice Scanner D2400,Servers,44083.59184,44083.59184,2400,"Chen, Jacky",202,4/23/2024,Expansions
CloudLite Server Pro 9100 - Avnet -  Opp E120,Avnet Opp E120 - SP 5.62020,OppE1202020,9100,CloudLite Server Pro 9100,Storage,13193.60711,13193.60711,9100,"Chen, Jacky",1337,11/28/2024,Expansions
SlimLite Tablet 10x - Avnet -  Opp E120,Avnet Opp E120 - HP 3.52020,OppE1202020,10,SlimLite Tablet 10x,Networking,14024.57994,14024.57994,10,"Chen, Jacky",1337,11/28/2024,Expansions
SlimLite Tablet 10 - Avnet -  Opp E121,Avnet Opp E121 - HP 2.52020,OppE1212020,10,SlimLite Tablet 10,Networking,29328.96038,29328.96038,10,"Chen, Jacky",1337,12/24/2005,New Business
LockDown Individual - Avnet -  Opp E121,Avnet Opp E121 - UPG2020,OppE1212020,0,LockDown Individual,Services,238.5725028,238.5725028,1,"Chen, Jacky",1337,12/24/2005,New Business
SlimLite Tablet 9 - Avnet -  Opp E121,Avnet Opp E121 - HP Att2020,OppE1212020,9,SlimLite Tablet 9,Networking,1760.529415,1760.529415,9,"Chen, Jacky",1337,12/24/2005,New Business
SlimLite Tablet 10 - Avnet -  Opp E122,Avnet Opp E122 - HP 2.52020,OppE1222020,10,SlimLite Tablet 10,Networking,334800,334800,10,"Chen, Jacky",1337,4/13/2024,Expansions
FastOffice Scanner D2200 - Las Vegas Sands -  Opp E123,Las Vegas Sands Opp E123 - SOLAR M2020,OppE1232020,2200,FastOffice Scanner D2200,Servers,302400,302400,2200,"Chen, Jacky",8366,11/22/2024,New Business
SlimLite Tablet 9 - Las Vegas Sands -  Opp E124,Las Vegas Sands Opp E124 - HP Att2020,OppE1242020,9,SlimLite Tablet 9,Networking,344980,344980,9,"Chen, Jacky",8366,6/18/2024,New Business
FastSnap Individual - Las Vegas Sands -  Opp E125,Las Vegas Sands Opp E125 - MTC2020,OppE1252020,0,FastSnap Individual,Cloud,329080,329080,120,"Chen, Jacky",8366,11/22/2024,New Business
LockDown Intro Package - Las Vegas Sands -  Opp E126,Las Vegas Sands Opp E126 - ADD2020,OppE1262020,0,LockDown Intro Package,Services,364173.0985,364173.0985,2276,"Chen, Jacky",8366,11/14/2024,New Business
SlimLite Tablet 11 - Las Vegas Sands -  Opp E126,Las Vegas Sands Opp E126 - HP 4.52020,OppE1262020,11,SlimLite Tablet 11,Networking,1846.782683,1846.782683,11,"Chen, Jacky",8366,11/14/2024,New Business
LockDown Individual - Las Vegas Sands -  Opp E126,Las Vegas Sands Opp E126 - UPG2020,OppE1262020,0,LockDown Individual,Services,19060.00082,19060.00082,119,"Chen, Jacky",8366,11/14/2024,New Business
SlimLite Tablet 9 - Las Vegas Sands -  Opp E127,Las Vegas Sands Opp E127 - HP Att2020,OppE1272020,9,SlimLite Tablet 9,Networking,83488.58073,83488.58073,9,"Chen, Jacky",8366,11/20/2024,Expansions
FastOffice Scanner D2400 - Las Vegas Sands -  Opp E127,Las Vegas Sands Opp E127 - SOLAR H2020,OppE1272020,2400,FastOffice Scanner D2400,Servers,173758.3463,173758.3463,2400,"Chen, Jacky",8366,11/20/2024,Expansions
CloudLite Server Pro 9100 - Las Vegas Sands -  Opp E127,Las Vegas Sands Opp E127 - SP 5.62020,OppE1272020,9100,CloudLite Server Pro 9100,Storage,53133.34697,53133.34697,9100,"Chen, Jacky",8366,11/20/2024,Expansions
SlimLite Tablet 10x - Wynn Resorts -  Opp E128,Wynn Resorts Opp E128 - HP 3.52020,OppE1282020,10,SlimLite Tablet 10x,Networking,184949.3321,184949.3321,10,"Chen, Jacky",16007,4/23/2024,Expansions
CloudLite Server Pro 8200 - Wynn Resorts -  Opp E128,Wynn Resorts Opp E128 - SP Att2020,OppE1282020,8200,CloudLite Server Pro 8200,Storage,58646.27989,58646.27989,8200,"Chen, Jacky",16007,4/23/2024,Expansions
